Date,CNY,SGD,SPF,Maxc,Minc,Avgc,PLR,Close
06-Apr-17,9.31,46.06,2357.49,9267.95,9218.85,9316.8,-0.00035,9261.95
07-Apr-17,9.36,45.75,2355.54,9250.5,9188.1,9319.38,-0.0069,9198.3
10-Apr-17,9.37,45.97,2357.16,9225.65,9174.85,9306.3,-0.00183,9181.45
11-Apr-17,9.39,45.98,2353.78,9242.7,9172.85,9311.05,0.00603,9237
12-Apr-17,9.35,46.37,2344.93,9246.4,9161.8,9339.5,-0.00364,9203.45
13-Apr-17,9.36,46.09,2328.95,9202.65,9144.95,9338.78,-0.00574,9150.8
18-Apr-17,9.39,46.28,2342.19,9217.9,9095.45,9292.28,-0.005,9105.15
19-Apr-17,9.39,46.24,2338.17,9120.5,9075.15,9290.45,-0.00018,9103.5
20-Apr-17,9.39,46.23,2355.84,9143.9,9102.65,9300.65,0.00361,9136.4
21-Apr-17,9.37,46.28,2348.69,9183.65,9088.75,9268.4,-0.00186,9119.4
24-Apr-17,9.34,46.31,2374.15,9225.4,9130.55,9281.23,0.01075,9217.95
25-Apr-17,9.3,46.15,2388.61,9309.2,9250.35,9386.83,0.00957,9306.6
26-Apr-17,9.29,45.93,2387.45,9367,9301.35,9453.13,0.00485,9351.85
27-Apr-17,9.33,45.9,2388.77,9367.15,9322.65,9486.13,-0.00104,9342.15
28-Apr-17,9.32,46.02,2384.2,9342.65,9282.25,9458.45,-0.00409,9304.05
02-May-17,9.3,46.04,2391.17,9352.55,9269.9,9471.7,0.00105,9313.8
08-May-17,9.36,45.78,2399.38,9338.7,9297.95,9492.58,0.00003,9314.05
09-May-17,9.36,45.82,2396.92,9338.95,9307.7,9508.5,0.0003,9316.85
10-May-17,9.33,45.81,2399.63,9414.75,9336,9507.28,0.00966,9407.3
11-May-17,9.31,45.77,2394.44,9450.65,9411.3,9550,0.0016,9422.4
12-May-17,9.29,45.75,2390.9,9437.75,9372.55,9524.4,-0.00228,9400.9
15-May-17,9.3,45.83,2402.32,9449.25,9423.1,9535.08,0.00472,9445.4
16-May-17,9.32,45.91,2400.67,9517.2,9456.35,9555.25,0.00705,9512.25
17-May-17,9.42,46.13,2357.03,9532.6,9486.1,9556.75,0.00142,9525.75
18-May-17,9.38,46.59,2365.72,9489.1,9418.1,9519.75,-0.01016,9429.45
19-May-17,9.37,46.62,2381.73,9505.75,9390.75,9503.3,-0.00016,9427.9
22-May-17,9.42,46.53,2394.02,9498.65,9427.9,9550.6,0.0011,9438.25
23-May-17,9.4,46.67,2398.42,9448.05,9370,9523.25,-0.00554,9386.15
24-May-17,9.4,46.78,2404.39,9431.9,9341.65,9496.05,-0.00273,9360.55
25-May-17,9.41,46.55,2415.07,9523.3,9379.2,9539.03,0.01581,9509.75
26-May-17,9.41,46.69,2415.82,9604.9,9495.4,9571.53,0.00893,9595.1
31-May-17,9.47,46.63,2411.8,9649.6,9609.25,9612.33,0.00272,9621.25
01-Jun-17,9.46,46.5,2430.06,9634.65,9589.9,9556.2,-0.00054,9616.1
02-Jun-17,9.46,46.65,2439.07,9673.5,9637.45,9606.63,0.00388,9653.5
05-Jun-17,9.48,46.58,2436.1,9687.2,9640.7,9588.25,0.00224,9675.1
06-Jun-17,9.48,46.7,2429.33,9709.3,9630.2,9627.1,-0.00393,9637.15
07-Jun-17,9.45,46.61,2433.14,9678.55,9630.55,9637.1,0.00277,9663.9
08-Jun-17,9.45,46.54,2433.79,9688.7,9641.5,9671.1,-0.00172,9647.25
09-Jun-17,9.48,46.41,2431.77,9676.25,9608.15,9646.2,0.00217,9668.25
12-Jun-17,9.46,46.58,2429.39,9647.05,9598.5,9690.33,-0.00538,9616.4
13-Jun-17,9.46,46.59,2440.35,9654.15,9595.4,9712.73,-0.00099,9606.9
14-Jun-17,9.48,46.7,2437.92,9627.4,9580.45,9702.7,0.00117,9618.15
15-Jun-17,9.47,46.66,2432.46,9621.4,9560.8,9729.03,-0.00418,9578.05
16-Jun-17,9.46,46.6,2433.15,9615.85,9565.5,9739.4,0.00104,9588.05
19-Jun-17,9.45,46.5,2453.46,9673.3,9614.9,9750.13,0.00722,9657.55
20-Jun-17,9.45,46.46,2437.03,9676.5,9643.75,9774.4,-0.00042,9653.5
21-Jun-17,9.45,46.45,2435.61,9650.45,9608.6,9765.58,-0.00206,9633.6
22-Jun-17,9.44,46.47,2434.5,9698.85,9617.75,9771.23,-0.00037,9630
23-Jun-17,9.42,46.49,2438.3,9647.65,9565.3,9773.68,-0.00573,9574.95
27-Jun-17,9.49,46.48,2419.38,9615.4,9473.45,9742.38,-0.00666,9511.4
28-Jun-17,9.53,46.68,2440.69,9522.5,9474.35,9750.15,-0.00212,9491.25
29-Jun-17,9.53,46.88,2419.7,9575.8,9493.8,9804.33,0.00135,9504.1
30-Jun-17,9.54,46.95,2423.41,9535.8,9448.75,9737.4,0.00177,9520.9
03-Jul-17,9.53,46.9,2429.01,9624,9543.55,9836.08,0.00983,9615
05-Jul-17,9.52,46.93,2432.54,9643.65,9607.35,9872.6,0.00235,9637.6
06-Jul-17,9.5,46.83,2409.75,9700.7,9639.95,9860.55,0.00383,9674.55
07-Jul-17,9.48,46.76,2425.18,9684.25,9642.65,9858.95,-0.0009,9665.8
10-Jul-17,9.49,46.56,2427.43,9782.15,9646.45,9867.28,0.01083,9771.05
11-Jul-17,9.5,46.72,2425.53,9830.05,9778.85,9931.33,0.00153,9786.05
12-Jul-17,9.5,46.8,2443.25,9824.95,9787.7,9878.75,0.00307,9816.1
13-Jul-17,9.51,46.91,2447.83,9897.25,9853.45,9873.05,0.00767,9891.7
14-Jul-17,9.5,46.98,2459.27,9913.3,9845.45,9831.88,-0.00054,9886.35
18-Jul-17,9.52,47.07,2460.61,9885.35,9792.05,9848,-0.00601,9827.15
19-Jul-17,9.52,46.97,2473.83,9905.05,9851.65,9899.73,0.00735,9899.6
20-Jul-17,9.51,47.12,2473.45,9922.55,9863.45,9864.7,-0.00266,9873.3
21-Jul-17,9.54,47.26,2472.54,9924.7,9838,9861.18,0.00424,9915.25
24-Jul-17,9.54,47.28,2469.91,9982.05,9919.6,9874.03,0.00515,9966.4
25-Jul-17,9.53,47.26,2477.13,10011.3,9949.1,9915.3,-0.00019,9964.55
26-Jul-17,9.51,47.41,2477.83,10025.95,9965.95,9945.85,0.00561,10020.65
27-Jul-17,9.52,47.18,2475.42,10114.85,10005.5,9946.43,-0.00001,10020.55
28-Jul-17,9.54,47.26,2472.1,10026.05,9944.5,9926.98,-0.0006,10014.5
01-Aug-17,9.47,47.2,2476.35,10128.6,10065.75,9995.43,0.00995,10114.65
02-Aug-17,9.48,46.82,2477.57,10137.85,10054.2,10008.65,-0.00328,10081.5
03-Aug-17,9.46,46.89,2472.16,10081.15,9998.25,9964.9,-0.00675,10013.65
04-Aug-17,9.5,46.79,2476.83,10075.25,9988.35,9976.6,0.00525,10066.4
07-Aug-17,9.5,46.85,2480.91,10088.1,10046.35,10004.98,-0.00089,10057.4
08-Aug-17,9.57,46.72,2474.92,10083.8,9947,9987.83,-0.00787,9978.55
09-Aug-17,9.64,46.83,2474.02,9969.8,9893.05,9995.3,-0.00709,9908.05
10-Aug-17,9.62,47.01,2438.21,9892.65,9776.2,9954.08,-0.0089,9820.25
14-Aug-17,9.59,47.03,2465.84,9818.3,9752.1,9939.3,-0.00266,9794.15
16-Aug-17,9.61,47.1,2468.11,9903.95,9773.85,9944.5,0.01048,9897.3
17-Aug-17,9.61,46.96,2430.01,9947.8,9883.75,10031.35,0.00069,9904.15
18-Aug-17,9.62,47.02,2425.55,9865.95,9783.65,9977.35,-0.00676,9837.4
21-Aug-17,9.62,47.11,2428.37,9884.35,9740.1,9949.5,-0.00848,9754.35
22-Aug-17,9.62,47.03,2452.51,9828.45,9752.6,9923.83,0.00115,9765.55
24-Aug-17,9.63,47.03,2438.97,9881.5,9848.85,9904.68,0.00933,9857.05
28-Aug-17,9.7,47.21,2444.24,9925.75,9882,9886.68,0.00564,9912.8
29-Aug-17,9.7,47.24,2446.3,9887.35,9783.75,9852.4,-0.01185,9796.05
30-Aug-17,9.7,47.11,2457.59,9909.45,9850.8,9820,0.00898,9884.4
31-Aug-17,9.76,47.16,2471.65,9925.1,9856.95,9855.48,0.00338,9917.9
05-Sep-17,9.82,47.39,2457.85,9963.1,9901.05,9967.53,0.00345,9952.2
06-Sep-17,9.87,47.45,2465.54,9931.55,9882.55,9974.9,-0.00362,9916.2
07-Sep-17,9.84,47.78,2465.1,9964.85,9917.2,10010.83,0.00138,9929.9
08-Sep-17,9.79,47.53,2461.43,9963.6,9913.3,10052.6,0.00049,9934.8
11-Sep-17,9.8,47.47,2488.11,10028.65,9968.8,10105.88,0.00715,10006.05
12-Sep-17,9.78,47.52,2496.48,10097.55,10028.05,10139.95,0.00866,10093.05
13-Sep-17,9.78,47.4,2498.37,10131.95,10063.15,10149.8,-0.00136,10079.3
14-Sep-17,9.78,47.61,2495.62,10126.5,10070.35,10141.15,0.00072,10086.6
15-Sep-17,9.76,47.66,2500.23,10115.15,10043.65,10133.9,-0.00012,10085.4
19-Sep-17,9.78,47.75,2506.65,10178.95,10129.95,10183.85,0.00614,10147.55
20-Sep-17,9.83,47.67,2508.24,10171.05,10134.2,10237.38,-0.00063,10141.15
21-Sep-17,9.83,48.02,2500.6,10158.9,10058.6,10207.13,-0.0019,10121.9
22-Sep-17,9.84,48.15,2502.22,10095.05,9952.8,10159.48,-0.01568,9964.4
25-Sep-17,9.86,48.21,2496.66,9960.5,9816.05,10100.28,-0.00926,9872.6
26-Sep-17,9.89,48.33,2496.84,9891.35,9813,10090.35,-0.00011,9871.5
27-Sep-17,9.82,48.34,2507.04,9921.05,9714.4,10083.03,-0.01385,9735.75
28-Sep-17,9.82,48.22,2510.06,9789.2,9687.55,10070.28,0.0034,9768.95
29-Sep-17,9.82,48.11,2519.36,9854,9775.35,10118.53,0.00201,9788.6
10-Oct-17,9.89,48.11,2550.64,10034,10002.3,10246.38,0.02306,10016.95
11-Oct-17,9.88,48.11,2555.24,10067.25,9955.8,10220.78,-0.00321,9984.8
12-Oct-17,9.83,48.11,2550.93,10104.45,9977.1,10180.68,0.01111,10096.4
13-Oct-17,9.82,47.96,2553.17,10191.9,10120.1,10244.28,0.00701,10167.45
16-Oct-17,9.82,47.88,2557.64,10242.95,10175.1,10260.03,0.00622,10230.85
17-Oct-17,9.82,47.97,2559.36,10251.85,10212.6,10273.38,0.00035,10234.45
18-Oct-17,9.83,47.95,2561.26,10236.45,10175.75,10211.88,-0.00231,10210.85
19-Oct-17,9.82,47.91,2562.1,10211.95,10123.35,10149.4,-0.00632,10146.55
23-Oct-17,9.81,47.74,2564.98,10224.15,10124.5,10178.38,0.00377,10184.85
24-Oct-17,9.78,47.76,2569.13,10237.75,10182.4,10263,0.00224,10207.7
25-Oct-17,9.76,47.72,2557.15,10340.55,10240.9,10275.38,0.00855,10295.35
26-Oct-17,9.78,47.43,2560.4,10355.65,10271.85,10315.28,0.00469,10343.8
27-Oct-17,9.76,47.63,2581.07,10366.15,10311.3,10340,-0.00201,10323.05
30-Oct-17,9.76,47.66,2572.83,10384.5,10344.3,10374.4,0.00393,10363.65
31-Oct-17,9.78,47.51,2575.26,10367.7,10323.95,10365.55,-0.00274,10335.3
01-Nov-17,9.77,47.44,2579.36,10451.65,10383.05,10396.3,0.01013,10440.5
02-Nov-17,9.72,47.51,2579.85,10453,10412.55,10402.75,-0.0016,10423.8
03-Nov-17,9.74,47.3,2587.84,10461.7,10403.6,10368.15,0.00275,10452.5
06-Nov-17,9.8,47.47,2591.13,10490.45,10413.75,10343.23,-0.00007,10451.8
07-Nov-17,9.79,47.7,2590.64,10485.75,10340.8,10260,-0.00977,10350.15
08-Nov-17,9.79,47.67,2594.38,10384.25,10285.5,10216.73,-0.00455,10303.15
09-Nov-17,9.82,47.81,2584.62,10368.45,10266.95,10185.58,0.00056,10308.95
10-Nov-17,9.85,47.92,2582.3,10344.95,10254.1,10218.38,0.00124,10321.75
13-Nov-17,9.86,48.05,2584.84,10334.15,10216.25,10243.55,-0.00942,10224.95
14-Nov-17,9.85,48.13,2578.87,10248,10175.55,10252.38,-0.00376,10186.6
15-Nov-17,9.85,48.12,2564.62,10175.45,10094,10210.05,-0.00675,10118.05
16-Nov-17,9.81,48.14,2585.64,10232.25,10139.2,10217.88,0.00951,10214.75
17-Nov-17,9.81,47.97,2578.85,10343.6,10268.05,10272.08,0.00672,10283.6
20-Nov-17,9.79,47.97,2582.14,10309.85,10261.5,10317.3,0.00147,10298.75
21-Nov-17,9.82,47.9,2599.03,10358.7,10315.05,10379.3,0.00273,10326.9
22-Nov-17,9.81,48.17,2597.08,10368.7,10309.55,10390.88,0.00149,10342.3
24-Nov-17,9.77,48.08,2602.42,10404.5,10362.25,10428.35,0.00457,10389.7
27-Nov-17,9.75,47.88,2601.42,10407.15,10340.2,10407.08,0.00095,10399.55
28-Nov-17,9.74,47.85,2627.04,10409.55,10355.2,10428.15,-0.00282,10370.25
29-Nov-17,9.75,47.78,2626.07,10392.95,10345.9,10449.15,-0.00086,10361.3
30-Nov-17,9.75,47.82,2647.58,10332.7,10211.25,10372.9,-0.01309,10226.55
01-Dec-17,9.73,47.91,2642.22,10272.7,10108.55,10323.63,-0.0103,10121.8
04-Dec-17,9.72,47.77,2639.44,10179.2,10095.7,10304.35,0.00059,10127.75
05-Dec-17,9.76,47.77,2629.57,10147.95,10069.1,10317.6,-0.00094,10118.25
06-Dec-17,9.75,47.83,2629.27,10104.2,10033.35,10346.25,-0.00736,10044.1
07-Dec-17,9.74,47.77,2636.98,10182.65,10061.9,10358.7,0.01213,10166.7
08-Dec-17,9.72,47.68,2651.5,10270.85,10195.25,10429.93,0.00969,10265.65
11-Dec-17,9.73,47.62,2659.99,10329.2,10282.05,10486.23,0.0055,10322.25
12-Dec-17,9.74,47.64,2664.11,10326.1,10230.2,10506.43,-0.00799,10240.15
13-Dec-17,9.73,47.87,2662.85,10296.55,10169.85,10466.1,-0.00462,10192.95
14-Dec-17,9.7,47.81,2652.01,10276.1,10141.55,10472.28,0.00579,10252.1
15-Dec-17,9.7,47.52,2675.81,10373.1,10319.65,10603.58,0.00788,10333.25
18-Dec-17,9.7,47.66,2690.16,10443.55,10074.8,10490.83,0.00536,10388.75
19-Dec-17,9.75,47.57,2681.47,10472.2,10406,10690.55,0.00714,10463.2
20-Dec-17,9.72,47.71,2679.25,10494.45,10437.15,10765.03,-0.00182,10444.2
21-Dec-17,9.73,47.64,2684.57,10473.95,10426.9,10768.5,-0.00037,10440.3
22-Dec-17,9.79,47.64,2683.34,10501.1,10448.25,10771.93,0.00504,10493
27-Dec-17,9.81,47.86,2682.62,10552.4,10469.25,10820.4,-0.00021,10490.75
28-Dec-17,9.81,47.91,2687.54,10534.55,10460.45,10790.78,-0.00123,10477.9
04-Jan-18,9.76,47.74,2723.99,10513,10441.45,10779.4,-0.00246,10504.8
05-Jan-18,9.77,47.75,2743.15,10566.1,10520.1,10737.53,0.00513,10558.85
09-Jan-18,9.78,47.68,2751.29,10659.15,10603.6,10653.18,0.00737,10637
10-Jan-18,9.8,47.69,2748.23,10655.5,10592.7,10593.43,-0.00045,10632.2
11-Jan-18,9.85,47.91,2767.56,10664.6,10612.35,10613.18,0.00179,10651.2
12-Jan-18,9.87,47.99,2786.24,10690.4,10597.1,10617.45,0.00282,10681.25
16-Jan-18,9.93,48.47,2776.42,10762.35,10687.85,10639.2,-0.00383,10700.45
17-Jan-18,9.95,48.23,2802.56,10803,10666.75,10532.15,0.0082,10788.55
18-Jan-18,9.97,48.35,2798.03,10887.5,10782.4,10640.75,0.00263,10817
19-Jan-18,9.97,48.32,2810.3,10906.85,10793.9,10693.43,0.00716,10894.7
22-Jan-18,9.96,48.44,2832.97,10975.1,10881.4,10756.53,0.00654,10966.2
23-Jan-18,9.99,48.41,2839.13,11092.9,10994.55,10765.03,0.01066,11083.7
24-Jan-18,10.04,48.7,2837.54,11110.1,11046.15,10785.83,0.00021,11086
25-Jan-18,10.06,48.48,2839.25,11095.6,11009.2,10718.95,-0.00148,11069.65
29-Jan-18,10.07,48.54,2853.53,11171.55,11075.95,10758.65,0.00547,11130.4
30-Jan-18,10.11,48.56,2822.43,11121.1,11033.9,10638.63,-0.00728,11049.65
31-Jan-18,10.16,48.43,2823.81,11058.5,10979.3,10624.83,-0.00199,11027.7
01-Feb-18,10.18,48.91,2821.98,11117.35,10878.8,10587.75,-0.00098,11016.9
02-Feb-18,10.2,48.6,2762.13,10954.95,10736.1,10584.88,-0.02354,10760.6
05-Feb-18,10.22,48.53,2648.94,10702.75,10586.8,10532.7,-0.00878,10666.55
06-Feb-18,10.25,48.7,2695.14,10594.15,10276.3,10348.33,-0.0159,10498.25
07-Feb-18,10.16,48.5,2681.66,10614,10446.4,10433.2,-0.00205,10476.7
08-Feb-18,10.22,48.3,2581,10637.8,10479.55,10412.93,0.00951,10576.85
09-Feb-18,10.16,48.42,2619.55,10480.2,10398.2,10311.38,-0.01159,10454.95
14-Feb-18,10.07,48.78,2698.63,10590.55,10456.65,10306.15,0.00439,10500.9
22-Feb-18,10.21,49.25,2703.96,10397.55,10340.65,10274.25,-0.01132,10382.7
23-Feb-18,10.25,49.03,2747.3,10499.1,10396.65,10212.18,0.01038,10491.05
26-Feb-18,10.28,49.22,2779.6,10592.95,10520.2,10331.85,0.00869,10582.6
27-Feb-18,10.3,49.02,2744.28,10631.65,10537.25,10372.58,-0.00268,10554.3
28-Feb-18,10.26,49.22,2713.83,10535.5,10461.55,10309.95,-0.00584,10492.85
01-Mar-18,10.28,49.31,2677.67,10525.5,10447.15,10351.25,-0.00329,10458.35
05-Mar-18,10.29,49.31,2720.94,10428.7,10323.9,10301.88,-0.00956,10358.85
06-Mar-18,10.26,49.31,2728.12,10441.35,10215.9,10306.8,-0.01064,10249.25
07-Mar-18,10.27,49.37,2726.8,10243.35,10141.55,10283.2,-0.00932,10154.2
08-Mar-18,10.28,49.42,2738.97,10270.35,10146.4,10287.28,0.00867,10242.65
09-Mar-18,10.27,49.46,2786.57,10296.7,10211.9,10340.9,-0.00154,10226.85
12-Mar-18,10.26,49.5,2783.02,10433.65,10295.45,10407.68,0.01884,10421.4
13-Mar-18,10.26,49.43,2765.31,10478.6,10377.85,10459,0.00052,10426.85
14-Mar-18,10.28,49.53,2749.48,10420.35,10336.3,10448.38,-0.00153,10410.9
15-Mar-18,10.26,49.48,2747.33,10420,10346.2,10470.2,-0.00489,10360.15
16-Mar-18,10.3,49.32,2752.01,10346.3,10180.25,10376.23,-0.01605,10195.15
19-Mar-18,10.3,49.52,2712.92,10224.55,10075.3,10328.83,-0.00995,10094.25
20-Mar-18,10.31,49.44,2716.94,10155.65,10049.1,10343.73,0.00298,10124.35
22-Mar-18,10.29,49.43,2643.69,10207.85,10105.4,10371.1,-0.00095,10114.75
23-Mar-18,10.33,49.41,2588.26,10027.7,9951.9,10282.25,-0.0116,9998.05
26-Mar-18,10.34,49.53,2658.55,10143.5,9958.55,10293.48,0.01318,10130.65
27-Mar-18,10.35,49.57,2612.62,10207.9,10139.65,10429.73,0.00527,10184.15
28-Mar-18,10.35,49.67,2605,10158.35,10096.9,10440.78,-0.00694,10113.7
03-Apr-18,10.32,49.56,2614.45,10255.35,10171.05,10464.8,0.0129,10245
04-Apr-18,10.29,49.57,2644.69,10279.85,10111.3,10438.78,-0.01145,10128.4
09-Apr-18,10.34,49.52,2613.16,10397.7,10328.5,10557.03,0.02447,10379.35
10-Apr-18,10.41,49.61,2656.87,10424.85,10381.5,10596.78,0.0022,10402.25
11-Apr-18,10.38,49.85,2642.19,10428.15,10355.6,10595.23,0.00143,10417.15
12-Apr-18,10.4,49.74,2663.99,10469.9,10395.25,10662.23,0.00398,10458.65
13-Apr-18,10.43,49.73,2656.3,10519.9,10451.45,10620.95,0.0021,10480.6
16-Apr-18,10.45,49.97,2677.84,10540.15,10396.35,10586.8,0.00455,10528.35
17-Apr-18,10.47,50.08,2706.39,10560.45,10495.65,10585.3,0.00193,10548.7
18-Apr-18,10.49,50.17,2708.64,10594.2,10509.7,10565.7,-0.00214,10526.2
19-Apr-18,10.52,50.22,2693.13,10572.2,10546.2,10539.88,0.00371,10565.3
20-Apr-18,10.53,50.31,2670.14,10582.35,10527.45,10531.3,-0.00012,10564.05
23-Apr-18,10.53,50.19,2670.29,10638.35,10514.95,10571.5,0.00195,10584.7
24-Apr-18,10.58,50.22,2634.56,10636.8,10569,10643.13,0.0028,10614.35
25-Apr-18,10.54,50.37,2639.4,10612.6,10536.45,10592.58,-0.00414,10570.55
26-Apr-18,10.52,50.3,2666.94,10628.4,10559.65,10661.73,0.00446,10617.8
27-Apr-18,10.49,50.33,2669.91,10719.8,10647.55,10706.15,0.00699,10692.3
02-May-18,10.49,49.9,2635.67,10784.65,10689.8,10730.05,0.00241,10718.05
08-May-18,10.59,50.1,2671.92,10758.55,10689.4,10661.28,-0.00002,10717.8
09-May-18,10.59,50.04,2697.79,10766.25,10689.85,10694.1,0.00223,10741.7
10-May-18,10.63,50.28,2723.07,10785.55,10705,10761.5,-0.00234,10716.55
11-May-18,10.66,50.41,2727.72,10812.05,10724.45,10751.95,0.00836,10806.5
14-May-18,10.67,50.57,2730.13,10834.85,10774.75,10812.65,0.00001,10806.6
15-May-18,10.64,50.63,2711.45,10929.2,10781.4,10818.98,-0.00044,10801.85
16-May-18,10.64,50.56,2722.46,10790.45,10699.7,10796.48,-0.00564,10741.1
17-May-18,10.66,50.49,2720.13,10777.25,10664.5,10749.1,-0.00545,10682.7
18-May-18,10.67,50.63,2712.97,10674.95,10589.1,10711.55,-0.00811,10596.4
21-May-18,10.68,50.83,2733.01,10621.7,10505.8,10647.63,-0.00755,10516.7
23-May-18,10.71,50.9,2733.29,10533.55,10417.8,10599.8,-0.00824,10430.35
24-May-18,10.6,51.03,2727.76,10535.15,10419.8,10614.7,0.00797,10513.85
25-May-18,10.53,50.48,2721.33,10628.05,10524,10680.5,0.00865,10605.15
29-May-18,10.51,50.41,2689.86,10717.25,10616.1,10723.58,0.00265,10633.3
30-May-18,10.52,50.36,2724.01,10648.7,10558.45,10681.85,-0.00178,10614.35
31-May-18,10.43,50.41,2705.27,10763.8,10620.4,10702.95,0.01141,10736.15
01-Jun-18,10.46,50.06,2734.62,10764.75,10681.5,10677.85,-0.00373,10696.2
04-Jun-18,10.47,50.18,2746.87,10770.3,10618.35,10670.7,-0.00635,10628.5
05-Jun-18,10.46,50.27,2748.8,10633.15,10550.9,10632.1,-0.00333,10593.15
06-Jun-18,10.55,50.16,2772.35,10698.35,10587.5,10686.78,0.0086,10684.65
07-Jun-18,10.54,50.55,2770.37,10818,10722.6,10769.48,0.0078,10768.35
08-Jun-18,10.54,50.58,2779.03,10779.45,10709.05,10784.7,-0.00007,10767.65
11-Jun-18,10.54,50.54,2782,10850.55,10777.05,10866.98,0.00179,10786.95
12-Jun-18,10.57,50.48,2786.85,10856.55,10789.4,10883.03,0.00517,10842.85
13-Jun-18,10.57,50.65,2775.63,10893.25,10842.65,10960.48,0.00128,10856.7
14-Jun-18,10.57,50.33,2782.49,10833.7,10773.55,10922.45,-0.00449,10808.05
15-Jun-18,10.57,50.38,2779.66,10834,10755.4,10887.45,0.00089,10817.7
19-Jun-18,10.51,50.34,2762.59,10789.45,10701.2,10859.85,-0.00996,10710.45
20-Jun-18,10.46,50.09,2767.32,10781.8,10724.05,10900.13,0.00573,10772.05
21-Jun-18,10.43,50.02,2749.76,10809.6,10725.9,10866.2,-0.00288,10741.1
22-Jun-18,10.42,49.97,2754.88,10837,10710.45,10870.35,0.00749,10821.85
25-Jun-18,10.39,50.01,2717.07,10831.05,10753.05,10923.23,-0.0055,10762.45
26-Jun-18,10.39,50.16,2723.06,10805.25,10732.55,10937.98,0.00062,10769.15
27-Jun-18,10.39,50.2,2699.63,10785.5,10652.4,10904.78,-0.00912,10671.4
28-Jun-18,10.34,50.33,2716.31,10674.2,10557.7,10871.78,-0.00774,10589.1
29-Jun-18,10.31,50.23,2718.37,10723.05,10612.35,10947.88,0.01175,10714.3
03-Jul-18,10.36,50.23,2713.22,10713.3,10630.25,10979.18,-0.00134,10699.9
05-Jul-18,10.36,50.47,2736.61,10786.05,10726.25,11046.13,0.00465,10749.75
06-Jul-18,10.38,50.69,2759.82,10816.35,10735.05,11062.8,0.00213,10772.65
09-Jul-18,10.37,50.61,2784.17,10860.35,10807.15,11068.03,0.00742,10852.9
10-Jul-18,10.29,50.66,2793.84,10956.9,10876.65,11122.33,0.00866,10947.25
11-Jul-18,10.28,50.38,2774.02,10976.65,10923,11175.33,0.0001,10948.3
12-Jul-18,10.24,50.26,2798.29,11078.3,10999.65,11214.3,0.00682,11023.2
13-Jul-18,10.24,50.16,2801.31,11071.35,10999.75,11229.85,-0.00039,11018.9
16-Jul-18,10.2,50.33,2798.43,11019.5,10926.25,11210.73,-0.00747,10936.85
17-Jul-18,10.21,50.14,2809.55,11018.5,10925.6,11202.18,0.00649,11008.05
18-Jul-18,10.19,50.27,2815.62,11076.2,10956.3,11181.3,-0.00251,10980.45
19-Jul-18,10.15,50.35,2804.49,11006.5,10935.45,11193.95,-0.00213,10957.1
20-Jul-18,10.13,50.45,2801.83,11030.25,10946.2,11198.03,0.00483,11010.2
23-Jul-18,10.15,50.43,2806.98,11093.4,11010.95,11248.7,0.00675,11084.75
24-Jul-18,10.15,50.55,2820.4,11143.4,11092.5,11328.9,0.00446,11134.3
25-Jul-18,10.11,50.59,2846.07,11157.15,11113.25,11347.5,-0.00021,11132
26-Jul-18,10.07,50.35,2837.44,11185.85,11125.7,11373.2,0.00317,11167.3
27-Jul-18,10.07,50.37,2818.82,11283.4,11210.25,11407.43,0.0099,11278.35
