Date,CNY,SGD,SPF,Maxc,Minc,Avgc,PLR,Close
30-Jul-18,10.05,50.39,2802.6,11328.1,11261.45,11481.2,0.00365,11319.55
31-Jul-18,10.02,50.28,2816.29,11366,11267.75,11513.98,0.00326,11356.5
01-Aug-18,10.03,50.19,2813.36,11390.55,11313.55,11533.38,-0.00091,11346.2
02-Aug-18,10.03,50.14,2827.22,11328.9,11234.95,11466.88,-0.00899,11244.7
03-Aug-18,10.04,50.16,2840.35,11368,11294.55,11511.1,0.01027,11360.8
06-Aug-18,10.05,50.31,2850.4,11427.65,11370.6,11486.58,0.00231,11387.1
07-Aug-18,10.04,50.3,2858.45,11428.95,11359.7,11451.18,0.00021,11389.45
08-Aug-18,10.08,50.4,2857.7,11459.95,11379.3,11470.78,0.0053,11450
09-Aug-18,10.06,50.27,2853.58,11495.2,11454.1,11528.55,0.00181,11470.7
10-Aug-18,10.16,50.16,2833.28,11478.75,11419.65,11496.33,-0.0036,11429.5
13-Aug-18,10.16,50.9,2821.93,11406.3,11340.3,11409.85,-0.00647,11355.75
14-Aug-18,10.08,50.77,2839.96,11452.45,11370.8,11375.78,0.00696,11435.1
16-Aug-18,10.19,50.94,2840.69,11449.85,11366.25,11444.75,-0.00439,11385.05
17-Aug-18,10.18,51.13,2850.13,11486.45,11431.8,11421.63,0.0075,11470.75
20-Aug-18,10.2,51,2857.05,11565.3,11499.65,11415.85,0.00704,11551.75
21-Aug-18,10.21,51.15,2862.96,11581.75,11539.6,11443.2,0.00166,11570.9
23-Aug-18,10.28,51.02,2856.98,11620.7,11546.7,11346.13,0.00102,11582.75
24-Aug-18,10.29,51.24,2874.69,11604.6,11532,11310.73,-0.00222,11557.1
27-Aug-18,10.3,51.5,2896.74,11700.95,11595.6,11314.85,0.0116,11691.95
28-Aug-18,10.34,51.39,2897.52,11760.2,11710.5,11125.58,0.00397,11738.5
29-Aug-18,10.34,51.69,2914.04,11753.2,11678.85,11038.23,-0.00398,11691.9
30-Aug-18,10.39,51.73,2901.13,11698.8,11639.7,11061.03,-0.00129,11676.8
31-Aug-18,10.44,51.74,2901.52,11727.65,11640.1,10988.03,0.00032,11680.5
04-Sep-18,10.51,52.02,2896.72,11602.55,11496.85,11011.58,-0.01381,11520.3
05-Sep-18,10.53,52.15,2888.6,11542.65,11393.85,10999.38,-0.00377,11476.95
06-Sep-18,10.49,52.35,2878.05,11562.25,11436.05,10908.08,0.00521,11536.9
07-Sep-18,10.57,52.07,2871.68,11603,11484.4,10946.48,0.00451,11589.1
10-Sep-18,10.57,52.55,2877.13,11573,11427.3,10824.7,-0.01312,11438.1
11-Sep-18,10.52,52.81,2887.89,11479.4,11274,10782.33,-0.01325,11287.5
12-Sep-18,10.52,52.59,2888.92,11380.75,11250.2,10708.4,0.00727,11369.9
14-Sep-18,10.58,52.31,2904.98,11523.25,11430.55,10779.7,0.0127,11515.2
18-Sep-18,10.57,53.04,2904.31,11411.45,11268.95,10772.13,-0.02073,11278.9
19-Sep-18,10.52,52.85,2907.95,11332.05,11210.9,10748,-0.00396,11234.35
21-Sep-18,10.6,52.95,2929.67,11346.8,10866.45,10631.23,-0.00816,11143.1
26-Sep-18,10.53,53.16,2905.97,11145.55,10993.05,10717.48,-0.00805,11053.8
27-Sep-18,10.56,53.05,2914,11089.45,10953.35,10780.15,-0.00692,10977.55
28-Sep-18,10.62,53.06,2913.98,11034.1,10850.3,10704.55,-0.0043,10930.45
05-Oct-18,10.69,53.35,2885.57,10540.65,10261.9,10439.18,-0.05781,10316.45
09-Oct-18,10.72,53.78,2880.34,10397.6,10279.35,10449.45,-0.00149,10301.05
10-Oct-18,10.75,53.67,2785.68,10482.35,10318.25,10481.88,0.01532,10460.1
11-Oct-18,10.63,53.8,2728.37,10335.95,10138.6,10367.43,-0.02179,10234.65
15-Oct-18,10.63,53.58,2750.79,10526.3,10410.15,10530.88,0.02679,10512.5
16-Oct-18,10.62,53.43,2809.92,10604.9,10525.3,10585.9,0.00685,10584.75
19-Oct-18,10.59,53.26,2767.78,10380.1,10249.6,10472.38,-0.02693,10303.55
22-Oct-18,10.6,53.3,2755.88,10408.55,10224,10499.35,-0.00567,10245.25
23-Oct-18,10.55,53.36,2740.69,10222.1,10102.35,10421.6,-0.00966,10146.8
24-Oct-18,10.54,53.03,2656.1,10290.65,10126.7,10399,0.00765,10224.75
25-Oct-18,10.58,53.03,2705.57,10166.6,10079.3,10358.55,-0.00981,10124.9
26-Oct-18,10.54,53.23,2658.69,10128.85,10004.55,10349.85,-0.00942,10030
29-Oct-18,10.58,53.05,2641.25,10275.3,10020.35,10389.08,0.02178,10250.85
30-Oct-18,10.6,53.2,2682.63,10285.1,10175.35,10529.2,-0.00513,10198.4
31-Oct-18,10.61,53.38,2711.74,10396,10105.1,10513.78,0.01829,10386.6
01-Nov-18,10.51,53.37,2740.37,10441.9,10341.9,10641.55,-0.00059,10380.45
02-Nov-18,10.55,52.69,2723.06,10606.95,10457.7,10674.33,0.01649,10553
05-Nov-18,10.54,53.15,2738.31,10558.8,10477,10599.83,-0.00275,10524
07-Nov-18,10.44,52.81,2813.89,10616.45,10582.3,10643.43,0.00704,10598.4
09-Nov-18,10.46,52.55,2781.01,10619.55,10544.85,10551.85,-0.00125,10585.2
12-Nov-18,10.44,52.63,2726.22,10645.5,10464.05,10515.6,-0.00978,10482.2
13-Nov-18,10.4,52.65,2722.18,10596.25,10440.55,10596.38,0.00952,10582.5
14-Nov-18,10.36,52.43,2701.58,10651.6,10532.7,10685.65,-0.00059,10576.3
15-Nov-18,10.37,52.31,2730.2,10646.5,10557.5,10686.63,0.00381,10616.7
16-Nov-18,10.32,52.45,2736.27,10695.15,10631.15,10765.75,0.00615,10682.2
19-Nov-18,10.28,52.21,2690.73,10774.7,10688.8,10802.1,0.00757,10763.4
20-Nov-18,10.29,51.96,2641.89,10740.85,10640.85,10813,-0.01001,10656.2
21-Nov-18,10.2,51.95,2649.93,10671.3,10562.35,10762.45,-0.00528,10600.05
26-Nov-18,10.18,51.49,2673.45,10637.8,10489.75,10726.7,0.00269,10628.6
27-Nov-18,10.16,51.38,2682.17,10695.15,10596.35,10689.33,0.00535,10685.6
28-Nov-18,10.05,51.46,2743.79,10757.8,10699.85,10723.68,0.00404,10728.85
29-Nov-18,10.01,50.92,2737.8,10883.05,10782.35,10808.28,0.01203,10858.7
30-Nov-18,10.23,50.76,2760.17,10922.45,10835.1,10864.35,0.00166,10876.75
03-Dec-18,10.32,51.52,2790.37,10941.2,10845.35,10884.45,0.00064,10883.75
04-Dec-18,10.29,51.66,2700.06,10890.95,10833.35,10878.48,-0.00131,10869.5
06-Dec-18,10.31,51.74,2695.95,10722.65,10588.25,10741.8,-0.025,10601.15
07-Dec-18,10.49,51.72,2633.08,10704.55,10599.35,10706.7,0.00869,10693.7
10-Dec-18,10.48,52.76,2637.72,10558.85,10474.95,10608,-0.01938,10488.45
11-Dec-18,10.44,52.63,2636.78,10567.15,10333.85,10584.9,0.00577,10549.15
12-Dec-18,10.39,52.35,2651.07,10752.2,10560.8,10689.63,0.01771,10737.6
13-Dec-18,10.41,52.16,2650.54,10838.6,10749.5,10809.95,0.00501,10791.55
14-Dec-18,10.38,52.23,2599.95,10815.75,10752.1,10805.73,0.00129,10805.45
17-Dec-18,10.24,52.16,2545.94,10900.35,10844.85,10847.5,0.00764,10888.35
18-Dec-18,10.2,51.54,2546.16,10915.4,10819.1,10813.55,0.00187,10908.7
19-Dec-18,10.16,51.21,2506.96,10985.15,10928,10912.48,0.00536,10967.3
20-Dec-18,10.16,51.05,2467.42,10962.55,10880.05,10904.1,-0.00142,10951.7
21-Dec-18,10.16,51.05,2416.62,10963.65,10738.65,10834.65,-0.01822,10754
27-Dec-18,10.17,51.33,2488.83,10834.2,10764.45,10857.13,0.00464,10779.8
28-Dec-18,10.11,51.18,2485.74,10893.6,10817.15,10880.98,0.0074,10859.9
04-Jan-19,10.19,51.17,2531.94,10741.05,10628.65,10669.43,0.00515,10727.35
07-Jan-19,10.23,51.46,2549.69,10835.95,10750.15,10794.1,0.00414,10771.8
08-Jan-19,10.35,51.64,2574.41,10818.45,10733.25,10858.35,0.00281,10802.15
09-Jan-19,10.37,52.14,2584.96,10870.4,10749.4,10830.15,0.00489,10855.15
10-Jan-19,10.41,52.07,2596.64,10859.35,10801.8,10846.73,-0.0031,10821.6
11-Jan-19,10.46,52.02,2596.26,10850.15,10739.4,10766.05,-0.00247,10794.95
15-Jan-19,10.51,52.41,2610.3,10896.95,10777.55,10768.73,0.0138,10886.8
16-Jan-19,10.48,52.38,2616.1,10928.15,10876.9,10799.88,0.00032,10890.3
17-Jan-19,10.5,52.42,2635.96,10930.65,10844.65,10798.68,0.00137,10905.2
18-Jan-19,10.47,52.41,2670.71,10928.2,10852.2,10830.53,0.00016,10906.95
22-Jan-19,10.48,52.41,2632.9,10949.8,10864.15,10875.63,-0.00357,10922.75
23-Jan-19,10.46,52.39,2638.7,10944.8,10811.95,10850.35,-0.00839,10831.5
24-Jan-19,10.51,52.17,2642.33,10866.6,10798.65,10869.18,0.00169,10849.8
25-Jan-19,10.54,52.37,2664.76,10931.7,10756.45,10811.08,-0.0064,10780.55
28-Jan-19,10.6,52.54,2643.85,10804.45,10630.95,10754.43,-0.0111,10661.55
29-Jan-19,10.61,52.8,2640,10690.35,10583.65,10789.28,-0.00088,10652.2
30-Jan-19,10.59,52.87,2681.05,10710.2,10612.85,10837.58,-0.00004,10651.8
31-Jan-19,10.59,52.74,2704.1,10838.05,10678.55,10883.8,0.01668,10830.95
01-Feb-19,10.63,52.91,2706.53,10983.45,10813.45,10931.23,0.00577,10893.65
12-Feb-19,10.48,52.01,2744.73,10910.9,10823.8,11002.35,-0.00573,10831.4
13-Feb-19,10.49,52.13,2753.03,10891.65,10772.1,11046.25,-0.00349,10793.65
14-Feb-19,10.53,52.3,2745.73,10792.7,10718.75,11035.53,-0.00442,10746.05
15-Feb-19,10.55,52.57,2775.6,10785.75,10620.4,11001.93,-0.00202,10724.4
18-Feb-19,10.55,52.62,2779.76,10759.9,10628.4,11057.7,-0.00781,10640.95
19-Feb-19,10.57,52.7,2784.7,10722.85,10585.65,11057.9,-0.00345,10604.35
20-Feb-19,10.59,52.53,2774.88,10752.7,10646.4,11095.13,0.01229,10735.45
21-Feb-19,10.58,52.57,2792.67,10808.85,10721.5,11138.8,0.00505,10789.85
22-Feb-19,10.59,52.57,2796.11,10801.55,10758.4,11165.6,0.00017,10791.65
25-Feb-19,10.6,52.48,2793.9,10887.1,10788.05,11091.85,0.00816,10880.1
26-Feb-19,10.65,52.72,2792.38,10888.75,10729.3,11113.03,-0.00413,10835.3
27-Feb-19,10.58,52.8,2784.49,10939.7,10751.2,11148.7,-0.00265,10806.65
28-Feb-19,10.59,52.4,2803.69,10865.7,10784.85,11186.68,-0.00131,10792.5
01-Mar-19,10.57,52.39,2792.81,10877.9,10823.1,11226.73,0.00656,10863.5
05-Mar-19,10.44,52,2789.65,10994.9,10817,11277.55,0.01135,10987.45
06-Mar-19,10.44,51.63,2771.45,11062.3,10998.85,11364.1,0.00595,11053
07-Mar-19,10.42,51.52,2748.93,11089.05,11027.1,11394.05,0.00047,11058.2
08-Mar-19,10.38,51.52,2743.07,11049,11008.95,11335.75,-0.00206,11035.4
11-Mar-19,10.38,51.44,2783.3,11180.9,11059.85,11385.08,0.01195,11168.05
12-Mar-19,10.37,51.35,2791.52,11320.4,11227,11455.45,0.01185,11301.2
13-Mar-19,10.32,51.41,2810.92,11352.3,11276.6,11478.33,0.00358,11341.7
14-Mar-19,10.27,51.16,2808.48,11383.45,11313.75,11460.23,0.00014,11343.25
15-Mar-19,10.22,50.99,2822.48,11487,11370.8,11514.08,0.00734,11426.85
18-Mar-19,10.28,50.79,2832.94,11530.15,11412.5,11558.55,0.00309,11462.2
19-Mar-19,10.28,51.08,2832.57,11543.85,11451.25,11631.1,0.00611,11532.4
20-Mar-19,10.27,51.07,2824.23,11556.1,11503.1,11679.63,-0.00098,11521.05
22-Mar-19,10.27,51.14,2800.71,11572.8,11434.55,11540.25,-0.00558,11456.9
25-Mar-19,10.27,51.03,2798.36,11395.65,11311.6,11526.23,-0.009,11354.25
26-Mar-19,10.27,51.02,2818.46,11496.75,11352.45,11574.6,0.0113,11483.25
27-Mar-19,10.27,50.98,2805.37,11546.2,11413,11587.95,-0.00333,11445.05
28-Mar-19,10.31,51.01,2815.44,11588.5,11452.45,11554.75,0.01086,11570
29-Mar-19,10.31,51.03,2834.4,11630.35,11570.15,11524.63,0.00465,11623.9
01-Apr-19,10.25,51.09,2867.19,11738.1,11644.75,11501.18,0.00389,11669.15
02-Apr-19,10.2,50.86,2867.24,11729.35,11655.85,11500.83,0.00377,11713.2
03-Apr-19,10.27,50.57,2873.4,11761,11629.15,11461.95,-0.00593,11643.95
04-Apr-19,10.29,50.91,2879.39,11662.55,11559.2,11423,-0.00395,11598
08-Apr-19,10.32,51.35,2895.77,11710.3,11549.1,11415.33,0.00056,11604.5
09-Apr-19,10.3,51.19,2878.2,11683.9,11569.7,11497.93,0.0058,11671.95
10-Apr-19,10.27,51.15,2888.21,11680.05,11571.75,11708.48,-0.00754,11584.3
11-Apr-19,10.32,50.89,2888.32,11606.7,11550.55,11717.05,0.00107,11596.7
12-Apr-19,10.34,51.14,2907.41,11657.35,11578.8,11681.8,0.00402,11643.45
15-Apr-19,10.36,51.29,2905.58,11704.6,11648.25,11844.7,0.00402,11690.35
16-Apr-19,10.38,51.33,2907.06,11810.95,11731.55,11795.28,0.00825,11787.15
18-Apr-19,10.34,51.33,2905.03,11856.15,11738.5,11848.53,-0.00292,11752.8
23-Apr-19,10.41,51.42,2933.68,11645.95,11564.8,11748.35,-0.01516,11575.95
24-Apr-19,10.41,51.37,2927.25,11740.85,11578.85,11773.7,0.01289,11726.15
25-Apr-19,10.38,51.48,2926.17,11796.75,11624.3,11831.78,-0.00722,11641.8
26-Apr-19,10.37,51.28,2939.88,11762.9,11661.75,11882.4,0.00965,11754.65
07-May-19,10.28,51.1,2884.05,11657.05,11484.45,11789.83,-0.02208,11497.9
08-May-19,10.28,51.17,2879.42,11479.1,11346.95,11693.38,-0.01211,11359.45
09-May-19,10.26,51.45,2870.72,11357.6,11255.05,11615.05,-0.00509,11301.8
10-May-19,10.26,51.37,2881.4,11345.8,11251.05,11625.7,-0.00203,11278.9
14-May-19,10.22,51.38,2834.41,11294.75,11108.3,11535.38,-0.00505,11222.05
15-May-19,10.19,51.34,2850.96,11286.8,11136.95,11534.15,-0.00581,11157
16-May-19,10.16,51.09,2876.32,11281.55,11143.35,11527.6,0.00893,11257.1
17-May-19,10.07,51.02,2859.53,11426.15,11259.85,11551.95,0.01324,11407.15
20-May-19,10.09,50.57,2840.23,11845.2,11591.7,11659.45,0.03625,11828.25
21-May-19,10.08,50.58,2864.36,11883.55,11682.8,11742.65,-0.01012,11709.1
22-May-19,10.08,50.5,2856.27,11784.8,11682.4,11762.95,0.00246,11737.9
23-May-19,10.05,50.5,2822.24,12041.15,11614.5,11721.23,-0.00691,11657.05
24-May-19,10.08,50.44,2826.06,11859,11658.1,11706.05,0.01592,11844.1
28-May-19,10.1,50.46,2802.39,11958.55,11864.9,11839.65,0.00712,11928.75
29-May-19,10.12,50.57,2783.02,11931.9,11836.8,11854.33,-0.00569,11861.1
30-May-19,10.08,50.64,2788.86,11968.55,11859.4,11885.28,0.00712,11945.9
31-May-19,10.02,50.65,2752.06,12039.25,11829.45,11850.58,-0.00194,11922.8
03-Jun-19,10.03,50.61,2744.45,12103.05,11920.1,11918.78,0.01381,12088.55
04-Jun-19,10.04,50.72,2803.27,12095.2,12005.85,11975.53,-0.00555,12021.65
06-Jun-19,10.04,50.7,2843.49,12039.8,11830.25,11906,-0.01491,11843.75
10-Jun-19,10.04,50.9,2886.73,11975.05,11871.75,11821.83,0.00664,11922.7
11-Jun-19,10.03,50.87,2885.72,12000.35,11904.35,11743.45,0.00359,11965.6
12-Jun-19,10.05,50.76,2879.84,11962.45,11866.35,11730.03,-0.00498,11906.2
13-Jun-19,10.08,50.87,2891.64,11931.35,11817.05,11708.03,0.00066,11914.05
14-Jun-19,10.09,50.93,2886.98,11911.85,11797.7,11718.63,-0.00765,11823.3
17-Jun-19,10.08,50.95,2889.67,11844.05,11657.75,11638.08,-0.01287,11672.15
18-Jun-19,10.09,50.93,2917.75,11727.2,11641.15,11655.6,0.00166,11691.5
19-Jun-19,10.15,51.1,2926.46,11802.5,11625.1,11665.88,0,11691.45
20-Jun-19,10.13,51.26,2954.18,11843.5,11635.05,11656.1,0.01193,11831.75
21-Jun-19,10.07,51.37,2950.46,11827.95,11705.1,11551.63,-0.00914,11724.1
24-Jun-19,10.08,51.18,2945.35,11754,11670.2,11534.18,-0.00209,11699.65
25-Jun-19,10.06,51.18,2917.38,11814.4,11651,11505.38,0.00824,11796.45
26-Jun-19,10.05,51.11,2913.78,11871.85,11757.55,11559.48,0.00432,11847.55
27-Jun-19,10.04,51.05,2924.92,11911.15,11821.05,11564.33,-0.00051,11841.55
28-Jun-19,10.05,50.97,2941.76,11871.7,11775.5,11543.23,-0.00446,11788.85
02-Jul-19,10,50.8,2973.01,11917.45,11814.7,11541.08,0.01025,11910.3
03-Jul-19,9.97,50.74,2995.82,11945.2,11887.05,11481.9,0.00054,11916.75
05-Jul-19,9.96,50.34,2990.41,11981.75,11797.9,11439.03,-0.0089,11811.15
08-Jul-19,9.95,50.42,2975.95,11771.9,11523.3,11209.55,-0.02161,11558.6
09-Jul-19,9.96,50.34,2979.63,11582.55,11461,11239.78,-0.00023,11555.9
10-Jul-19,9.96,50.37,2993.07,11593.7,11475.65,11225.65,-0.00494,11498.9
11-Jul-19,9.96,50.41,2999.91,11599,11519.5,11288.78,0.00728,11582.9
12-Jul-19,9.97,50.49,3013.77,11639.55,11538.6,11360.03,-0.00263,11552.5
15-Jul-19,9.98,50.54,3014.3,11618.4,11532.3,11339.1,0.0031,11588.35
16-Jul-19,10.02,50.53,3004.04,11670.05,11573.95,11326.05,0.00639,11662.6
17-Jul-19,10.01,50.58,2984.42,11706.65,11651.15,11359.9,0.00213,11687.5
18-Jul-19,10.01,50.75,2995.11,11677.15,11582.4,11364.65,-0.00778,11596.9
22-Jul-19,10.04,50.65,2985.03,11398.15,11301.25,11188.78,-0.02185,11346.2
23-Jul-19,10.04,50.56,3005.47,11398.15,11302.8,11168.5,-0.00134,11331.05
24-Jul-19,10.05,50.55,3019.56,11359.75,11229.8,11069.03,-0.00529,11271.3
25-Jul-19,10.01,50.49,3003.67,11361.4,11239.35,11050.95,-0.0017,11252.15
26-Jul-19,9.97,50.28,3025.86,11307.6,11210.05,11175.9,0.00285,11284.3
29-Jul-19,10,50.18,3020.97,11310.95,11152.4,11141.03,-0.00846,11189.2
30-Jul-19,10,50.26,3013.18,11267.45,11072.65,11046.88,-0.00932,11085.4
01-Aug-19,10.04,50.12,2980.38,11076.75,10881,10961.8,-0.00955,10980
02-Aug-19,10.04,50.62,2953.56,11080.15,10848.95,10908.23,0.00158,10997.35
05-Aug-19,10.11,51.15,2844.74,10895.8,10782.6,10820.68,-0.01233,10862.6
06-Aug-19,10.08,51.42,2881.77,11018.55,10813.8,10866.95,0.00785,10948.25
07-Aug-19,10,51.46,2883.98,10975.65,10835.9,10896.48,-0.00851,10855.5
08-Aug-19,10.04,50.96,2938.09,11058.05,10842.95,10935.9,0.01617,11032.45
09-Aug-19,10.1,51.19,2918.65,11181.45,11062.8,11058.8,0.00697,11109.65
13-Aug-19,10.15,51.63,2926.32,11145.9,10901.6,10991.68,-0.01668,10925.85
14-Aug-19,10.21,51.28,2840.6,11078.15,10935.6,10967.85,0.00943,11029.4
16-Aug-19,10.13,51.39,2888.68,11068.65,10924.3,10904.73,0.00167,11047.8
19-Aug-19,10.13,51.53,2923.65,11146.9,11037.85,10941.53,0.00055,11053.9
20-Aug-19,10.11,51.66,2900.51,11076.3,10985.3,11320.18,-0.00334,11017
21-Aug-19,10.15,51.61,2924.43,11034.2,10906.65,11235.8,-0.00896,10918.7
22-Aug-19,10.08,51.91,2922.95,10908.25,10718.3,11164.58,-0.01638,10741.35
23-Aug-19,10.07,51.56,2847.11,10862.55,10637.15,11115.38,0.00816,10829.35
27-Aug-19,10.02,51.49,2869.16,11141.75,11049.5,11278.88,0.02517,11105.35
28-Aug-19,10.03,51.72,2887.94,11129.65,10987.65,11270.93,-0.00535,11046.1
29-Aug-19,9.98,51.66,2924.58,11021.1,10922.4,11146.4,-0.00889,10948.3
30-Aug-19,10.03,51.51,2926.46,11042.6,10874.8,11137.55,0.00682,11023.25
03-Sep-19,10.07,51.9,2906.27,10967.5,10772.7,11003.28,-0.02066,10797.9
04-Sep-19,10.06,52,2937.78,10858.75,10746.35,11033.98,0.00432,10844.65
05-Sep-19,10.07,51.98,2976,10920.1,10816,11054.68,0.0003,10847.9
06-Sep-19,10.08,51.87,2978.71,10957.05,10867.45,11115.18,0.00902,10946.2
09-Sep-19,10.11,52.03,2978.43,11028.85,10889.8,11155.13,0.00518,11003.05
11-Sep-19,10.02,51.9,3000.93,11054.8,11011.65,11237,0.00296,11035.7
12-Sep-19,10.03,51.61,3009.57,11081.75,10964.95,11223,-0.00481,10982.8
17-Sep-19,10.04,52.03,3005.7,11000.1,10796.5,11197.8,-0.01516,10817.6
18-Sep-19,10.06,51.7,3006.73,10885.15,10804.85,11244.78,0.00213,10840.65
19-Sep-19,10.02,51.77,3006.79,10845.2,10670.25,11160.93,-0.01261,10704.8
24-Sep-19,9.95,51.58,2966.6,11655.05,11539.2,11609.4,0.0793,11588.2
25-Sep-19,9.95,51.48,2984.87,11564.95,11416.1,11531.5,-0.01285,11440.2
26-Sep-19,9.9,51.34,2977.62,11610.85,11466.35,11637.88,0.01139,11571.2
27-Sep-19,9.88,51.03,2961.79,11593.6,11499.75,11691.85,-0.00509,11512.4
30-Sep-19,9.95,51.12,2976.74,11508.25,11390.8,11667.9,-0.0033,11474.45
09-Oct-19,9.98,51.51,2919.4,11321.6,11090.15,11511.4,0.01666,11313.3
10-Oct-19,10.01,51.63,2938.13,11293.35,11208.55,11577.68,-0.00699,11234.55
11-Oct-19,10.08,51.67,2970.27,11362.9,11189.4,11542.53,0.00626,11305.05
15-Oct-19,10.06,52.16,2995.68,11462.35,11342.1,11644.15,0.00766,11428.3
16-Oct-19,10.05,52.09,2989.69,11481.05,11411.1,11684.98,0.00312,11464
17-Oct-19,10.04,52.12,2997.95,11599.1,11439.65,11739.13,0.01062,11586.35
18-Oct-19,10.02,52.11,2986.2,11684.7,11553.15,11790.68,0.0065,11661.85
23-Oct-19,10.04,51.92,3004.52,11651.6,11554.4,11761.25,-0.00496,11604.1
24-Oct-19,10.02,52.04,3010.29,11679.6,11534.65,11809.58,-0.00185,11582.6
25-Oct-19,10.01,51.95,3022.55,11646.9,11490.75,11811.6,0.00011,11583.9
29-Oct-19,10.06,52.04,3036.89,11809.4,11627.35,11871.13,0.01737,11786.85
30-Oct-19,10.08,52.09,3046.77,11883.95,11784.45,11971.63,0.00485,11844.1
31-Oct-19,10.05,52.18,3037.56,11945,11855.1,12001.25,0.00281,11877.45
05-Nov-19,10.15,52.1,3074.62,11978.95,11861.9,11999.53,0.00334,11917.2
06-Nov-19,10.18,52.21,3076.78,12002.9,11850.25,11927.88,0.00409,11966.05
07-Nov-19,10.2,52.34,3085.18,12021.4,11946.85,12022.85,0.00384,12012.05
08-Nov-19,10.21,52.49,3093.08,12034.15,11888.75,12011.7,-0.00869,11908.15
11-Nov-19,10.24,52.59,3087.01,11932.65,11853.95,5926.98,0.00044,11913.45
13-Nov-19,10.25,52.94,3094.04,11946.8,11823.2,5911.6,-0.00615,11840.45
14-Nov-19,10.22,52.84,3096.63,11895.65,11802.65,5901.33,0.00267,11872.1
15-Nov-19,10.24,52.66,3120.46,11973.65,11879.25,5939.63,0.00196,11895.45
18-Nov-19,10.22,52.88,3122.03,11946.2,11867.6,5933.8,-0.00092,11884.5
19-Nov-19,10.2,52.78,3120.18,11958.85,11881.75,5940.88,0.00467,11940.1
20-Nov-19,10.21,52.67,3108.46,12038.6,11966.05,5983.03,0.00493,11999.1
21-Nov-19,10.2,52.64,3103.54,12028.2,11956.9,5978.45,-0.00256,11968.4
22-Nov-19,10.19,52.62,3110.29,11968.1,11883.5,5941.75,-0.00452,11914.4
25-Nov-19,10.16,52.53,3133.64,12084.5,11919.75,5959.88,0.01329,12073.75
26-Nov-19,10.14,52.4,3140.52,12132.45,12006.35,6003.18,-0.00299,12037.7
27-Nov-19,10.16,52.2,3153.63,12114.9,12055.15,6027.58,0.00522,12100.7
28-Nov-19,10.2,52.35,3140.98,12158.8,12099.95,6049.98,0.00416,12151.15
29-Nov-19,10.18,52.46,3113.87,12147.4,12017.4,6008.7,-0.00786,12056.05
02-Dec-19,10.16,52.44,3093.2,12137.15,12023.7,6011.85,-0.00065,12048.2
12-Dec-19,10.13,52.1,3168.57,12005.5,11934,5967,-0.00636,11971.8
13-Dec-19,10.14,52.29,3168.8,12098.85,12023.6,6011.8,0.00955,12086.7
16-Dec-19,10.15,52.35,3191.45,12134.65,12046.3,6023.15,-0.00271,12053.95
